"结果来源","接收时间","状态","来源设备","源IP归属地","源IP","源端口","目的IP归属地","目的IP","目的端口","协议","动作","原始日志"
"当前日志","2026-05-16T01:41:34.030911700Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","17259","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:17259, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030910785Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","41403","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:41403, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030909850Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","33893","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:33893, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030908945Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","27503","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:27503, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030908042Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","15577","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:15577, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030907130Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","26855","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:26855, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030906192Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","59391","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:59391, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030905289Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","29978","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:29978, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030904319Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","31534","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:31534, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030898941Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","40953","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:40953, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030898004Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","50744","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:50744, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030897079Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","1208","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:1208, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030896083Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","7131","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:7131, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030895151Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","56329","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:56329, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030894225Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","49643","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:49643, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030893278Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","33497","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:33497, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030892318Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","35433","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:35433, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030891366Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","2245","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:2245, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030890375Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","6248","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:6248, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030889440Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","60470","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:60470, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030888543Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","39872","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:39872, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030887587Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","9537","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:9537, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030886662Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","9573","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:9573, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030885737Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","48313","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:48313, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030884722Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","15993","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:15993, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030876451Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","62340","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:62340, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030875514Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","47641","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:47641, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030874586Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","39497","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:39497, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030873626Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","25748","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:25748, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030872689Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","52118","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:52118, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030871756Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","19223","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:19223, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030870763Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","27076","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:27076, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030869796Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","18376","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:18376, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030868795Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","27395","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:27395, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030845749Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","55149","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:55149, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030844855Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","29669","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:29669, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030843956Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","58162","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:58162, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030843053Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","62395","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:62395, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030842106Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","44807","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:44807, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030841158Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","3273","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:3273, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030840170Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","28113","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:28113, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030834859Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","58770","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:58770, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030833929Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","17684","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:17684, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030833009Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","11921","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:11921, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030832089Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","34421","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:34421, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030831169Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","18387","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:18387, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030830239Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","3794","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:3794, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030829292Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","34336","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:34336, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030828366Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","30320","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:30320, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
"当前日志","2026-05-16T01:41:34.030827386Z","parsed","localhost / 历史导入","亚太","2.55.80.6","54213","公网","211.93.49.88","41526","UDP","snat","Apr 23 20:09:52 localhost nat: 日志类型:NAT日志, NAT类型:snat, 源IP:2.55.80.6, 源端口:54213, 目的IP:211.93.49.88, 目的端口:41526, 协议:17, 转换后的IP:58.216.48.6, 转换后的端口:54213"
